tax_id,age,employment_duration,annual_income,credit_history_length,num_credit_cards,payment_history,late_payments,credit_inquiries,credit_limit,credit_utilization,last_late_payment_days,savings_balance,checking_balance,investment_balance,avg_monthly_transactions,avg_transaction_value,international_transactions_ratio,digital_banking_score,mobile_banking_usage,online_transactions_ratio,e_statement_enrolled,current_debt,monthly_expenses,auto_loan_balance,mortgage_balance,investment_loan_balance,debt_to_income,credit_score
206-10-1106,50.127561127135344,26.0,44455.15,20.2,2,69.3555,2,0,32534.18,0.2816,127.0,20823.07,838.08,2547.39,57.5,49.4,0.1349,94.6818,82.2355,0.6639,1,53971.31,2288.79,13694.22,75372.13,6928.94,120.0,732
207-10-1107,66.45890510489141,12.0,92405.32,9.1,1,77.05,0,2,30332.44,0.1454,35.0,6168.81,5808.1,35386.0,37.6,43.01,0.5067,72.403,83.0099,0.3855,1,19281.67,5047.79,4601.07,281431.5,132325.41,120.0,769
208-10-1108,56.530055100008084,10.2,32602.26,5.8,0,45.9506,2,1,7108.2,0.5604,35.0,7920.78,2676.52,1763.84,45.3,41.6,0.1392,78.3099,30.6892,0.5669,1,29523.09,1729.72,28966.09,106482.07,51011.33,120.0,654
209-10-1109,42.31489929618615,12.9,66484.74,7.9,1,69.4063,2,0,6260.66,0.6034,40.0,7500.6,9728.78,1320.99,54.4,91.85,0.1562,77.9595,66.4878,0.5731,1,9041.53,4292.26,29707.45,11699.37,33069.12,120.0,708
210-10-1110,40.61246879851404,9.3,80041.39,19.2,6,66.7584,1,0,2253.88,0.1972,202.0,4924.57,5204.87,2328.53,37.5,62.27,0.1987,95.966,92.5422,0.6863,1,12730.54,5408.31,2794.27,15644.52,29657.39,75.9941,745
211-10-1111,54.96384541604783,21.7,153778.58,6.5,2,58.124,1,3,24336.24,0.3195,154.0,11109.43,1093.49,305.36,27.8,120.39,0.1831,97.8596,81.0777,0.9289,0,104872.28,5317.8,34495.02,333582.78,186351.56,120.0,735
212-10-1112,47.86007678577782,15.7,62101.15,16.8,1,81.8768,0,0,21402.95,0.1467,352.0,2171.79,755.87,4011.13,34.3,98.51,0.146,65.8294,49.4538,0.5992,1,18157.6,2677.43,27103.54,227057.27,55793.08,120.0,755
213-10-1113,57.517927616810965,4.7,25995.63,7.9,0,67.0759,1,0,34479.69,0.409,60.0,14712.62,5810.27,1824.74,50.2,59.7,0.1039,86.215,84.0548,0.7531,1,3723.62,754.37,29277.42,166014.08,53774.09,120.0,684
214-10-1114,54.86432230654913,18.2,96024.79,5.4,3,96.7092,2,1,14331.09,0.2824,33.0,1361.41,3439.31,6395.28,55.1,101.37,0.028,51.9754,63.348,0.5632,1,1968.19,4402.91,2059.76,43948.56,73925.15,120.0,732
215-10-1115,49.29171621060201,13.2,32155.32,8.7,0,51.251,1,2,6109.07,0.496,187.0,11357.3,3445.72,7133.33,82.5,50.72,0.1439,91.9185,46.945,0.5335,1,5492.04,1897.54,34716.78,779547.07,12447.08,120.0,692
216-10-1116,42.399552077553594,14.8,37456.35,18.8,1,54.9331,0,0,16067.87,0.3402,34.0,1903.22,22112.75,473.88,44.4,112.35,0.447,39.0542,67.3477,0.4679,1,11591.85,1096.82,1287.05,384040.8,24565.49,120.0,720
217-10-1117,37.334087956555635,16.7,42196.44,25.5,2,82.7432,0,1,18923.7,0.1539,146.0,1835.66,5123.66,7781.09,90.3,65.32,0.2386,62.6809,61.2801,0.7214,0,8412.32,2469.21,4621.39,155029.22,293591.96,120.0,743
218-10-1118,52.143851705068556,11.2,52609.95,8.9,1,87.8143,0,0,3619.75,0.4682,8.0,2070.13,7304.9,10199.78,35.3,69.67,0.3418,68.5081,80.482,0.5982,1,14941.82,1634.66,3978.95,272698.46,200822.27,120.0,742
219-10-1119,39.28039823186812,10.1,147999.25,17.5,5,60.1197,0,0,32084.55,0.5339,45.0,3396.79,4718.31,1843.39,26.6,24.6,0.1562,76.9717,49.1114,0.5669,1,70111.64,8767.12,1189.24,609805.25,42338.13,120.0,746
220-10-1120,42.09771470499142,19.5,94501.33,7.5,4,52.3068,0,1,12939.59,0.3964,358.0,9361.24,6300.69,1010.95,36.1,54.55,0.3082,64.2771,54.8788,0.5767,0,2660.74,4448.15,37672.0,161506.13,92736.34,120.0,730
221-10-1121,51.52994727743462,7.6,27722.25,1.6,3,50.3151,0,0,18068.38,0.2655,266.0,15658.59,1505.48,233189.73,106.8,46.08,0.2382,78.2194,74.2371,0.9312,0,23398.42,1708.03,19108.91,317079.22,70524.43,120.0,675
222-10-1122,50.57372159976319,8.8,172619.16,8.5,1,81.0351,0,1,31520.23,0.2627,23.0,2134.7,1777.11,1475.17,62.9,101.88,0.2508,54.6677,94.1238,0.5824,1,24390.13,10702.82,16416.3,572354.29,26310.55,120.0,756
223-10-1123,40.05680686058531,9.8,125839.61,20.4,4,30.1041,1,0,10592.93,0.3365,23.0,3222.91,14914.04,8046.44,86.2,70.66,0.1594,81.6769,71.366,0.5689,1,12837.31,4842.82,5368.25,88867.4,45323.56,120.0,731
224-10-1124,61.82791217519703,23.3,80146.84,4.1,1,63.7288,3,0,8254.68,0.357,104.0,1337.4,2415.86,12632.42,26.3,49.28,0.3015,76.1692,91.7448,0.8525,1,74739.15,2577.24,6883.62,297897.34,24016.37,120.0,689
225-10-1125,61.47542060763904,26.5,18000.0,6.6,1,72.7816,0,3,200000.0,0.2204,338.0,27458.85,9969.13,1237.14,53.4,25.92,0.1634,69.3477,87.6564,0.3185,0,13298.29,698.94,59133.92,166059.29,60889.19,120.0,723
226-10-1126,55.316203613927854,9.7,33161.45,19.9,3,82.1919,0,0,43067.38,0.4017,31.0,4595.26,1829.06,469.2,34.2,37.98,0.1674,51.9849,52.7071,0.7932,0,17422.99,1379.11,7106.2,267690.02,12236.83,120.0,729
227-10-1127,55.302643800085896,8.9,60254.16,13.2,1,70.7458,0,1,7776.35,0.382,221.0,6354.36,1801.61,204299.47,27.1,49.9,0.1142,59.4985,52.1829,0.684,1,19385.44,2395.52,7431.2,469072.86,257711.77,120.0,740
228-10-1128,55.31633842466687,15.6,190765.14,12.0,1,72.3925,0,0,12762.39,0.3872,365.0,7041.44,9240.7,609.52,28.7,63.37,0.2668,49.7387,81.9033,0.5686,1,27522.37,9675.25,104819.22,113215.43,114019.85,120.0,769
229-10-1129,85.0,13.1,151422.31,4.9,6,71.3322,5,1,15714.24,0.3411,60.0,10267.58,1839.71,1743.33,48.8,31.21,0.0927,72.7217,78.61,0.4854,1,30095.5,7208.93,23209.38,307170.96,14738.15,120.0,691
230-10-1130,60.28692815309037,21.9,30460.87,7.2,6,84.427,0,1,6038.0,0.1171,70.0,2422.47,2077.6,1082.44,41.4,46.65,0.3979,57.3808,60.8538,0.8892,1,89020.2,1389.7,3993.6,74290.44,246321.9,120.0,719
231-10-1131,56.81601836991766,18.7,18468.35,10.9,4,88.4985,0,0,4067.25,0.0278,15.0,1323.61,2197.41,3618.19,98.5,43.24,0.391,87.2332,59.8894,0.8644,1,10066.07,1154.01,33448.35,229603.35,179472.28,120.0,747
232-10-1132,43.00944591113575,32.2,52696.82,14.7,2,96.4371,1,1,9497.87,0.3457,98.0,1482.82,4287.49,6056.37,41.4,74.63,0.2173,59.0013,53.7343,0.4973,0,13098.7,2539.06,59700.65,85160.49,41089.42,120.0,742
233-10-1133,47.73529221390078,9.1,66056.63,33.5,4,85.4419,1,1,46165.78,0.3366,365.0,24971.1,1896.53,14894.85,28.0,76.17,0.33,82.1991,82.726,0.7377,1,164027.11,3250.53,30817.25,351135.65,90326.18,120.0,749
234-10-1134,78.45846852449003,21.7,25113.22,13.8,4,62.5288,0,0,13263.97,0.3772,212.0,5576.64,3601.76,4998.54,31.3,59.86,0.2318,95.6401,67.405,0.4161,1,33007.28,992.98,21687.64,23461.23,31685.49,120.0,727
235-10-1135,34.96979797878555,12.0,32544.55,12.3,3,73.8905,1,1,9488.05,0.0849,4.0,7805.25,6244.15,8317.62,105.2,44.98,0.2404,93.0114,63.4516,0.6663,1,16918.9,1237.83,7209.65,141086.12,44744.7,120.0,734
236-10-1136,45.59517476340979,8.6,263366.14,13.7,2,57.9072,0,2,12052.34,0.4775,15.0,10334.43,3755.52,1013.85,18.5,125.62,0.3838,80.8412,87.3442,0.4324,1,33150.33,16869.69,807.81,280594.9,63650.85,120.0,740
237-10-1137,61.899237326505705,11.9,46082.31,3.8,2,52.2673,4,2,4743.76,0.4953,108.0,5555.29,2629.82,1982.77,64.3,29.27,0.183,74.2716,49.7353,0.7896,1,7065.02,2935.6,43812.8,172562.38,9084.36,120.0,646
238-10-1138,43.4906917051799,12.6,48504.98,15.9,1,83.0813,0,0,12295.28,0.4847,236.0,2811.65,29719.66,2528.24,77.5,52.72,0.2339,76.4136,67.3231,0.5589,1,34529.63,1735.26,22303.06,155562.54,10731.29,120.0,744
239-10-1139,57.131202182756304,25.4,432965.87,3.6,3,80.2775,0,2,6427.6,0.1246,102.0,3992.58,11936.45,3248.09,49.7,64.83,0.1923,71.3016,97.0397,0.6054,1,22062.9,25252.05,60758.34,111305.3,167479.42,83.5184,763
240-10-1140,50.448591030037875,6.1,47235.01,22.9,5,86.3628,1,0,8367.53,0.2777,11.0,3234.85,4119.49,424.65,58.2,63.97,0.133,90.0376,75.3111,0.7428,0,41306.34,2062.73,17002.85,205907.24,88319.79,120.0,724
241-10-1141,44.03081743035688,9.9,29498.09,6.0,2,57.5901,1,0,12258.61,0.557,85.0,2382.22,280.45,6456.48,65.2,41.71,0.115,48.6747,62.1999,0.5617,1,14665.13,1538.17,8100.63,30029.35,26084.1,120.0,674
242-10-1142,33.97637899880225,15.2,36445.7,5.1,2,76.794,1,0,13236.9,0.4097,124.0,47231.67,6137.69,6646.51,35.2,25.62,0.2849,71.9631,93.5789,0.6411,1,25613.12,1937.14,23021.74,6936.48,21044.14,120.0,716
243-10-1143,51.86185746392381,8.3,73431.46,4.7,1,77.5398,0,1,2114.36,0.7845,42.0,3383.41,2486.69,17264.56,35.5,126.74,0.0204,60.2907,90.6269,0.906,0,61454.39,4117.71,26656.14,78368.84,53142.89,120.0,699
244-10-1144,42.846068838308504,30.7,42940.86,12.1,2,69.497,0,1,19811.81,0.3244,93.0,12188.56,1691.7,4338.91,40.5,50.64,0.0818,86.0518,62.0671,0.7531,1,41039.9,2289.16,24462.93,18236.65,76524.56,120.0,738
245-10-1145,48.88893011872478,33.0,54660.54,10.4,6,62.8091,3,2,8058.7,0.2078,365.0,6482.42,3850.12,9666.2,92.5,36.74,0.1534,73.346,67.039,0.4291,1,10998.43,2381.37,14210.74,330621.12,39419.39,120.0,702
246-10-1146,55.20723790520563,14.6,58100.55,14.6,3,77.9033,0,0,9263.41,0.354,47.0,836.92,3784.39,6836.05,66.1,29.85,0.1727,53.3527,61.2528,0.2191,1,16127.57,1392.96,20776.15,15939.21,289266.85,120.0,751
247-10-1147,59.25424233750641,19.5,542262.93,10.2,2,88.509,2,0,35082.0,0.541,112.0,9571.98,5120.16,43221.96,61.3,73.06,0.2444,89.3285,56.8018,0.8188,1,26830.16,35857.44,4.12,225259.42,106991.84,66.2198,799
248-10-1148,45.56843357429353,28.2,98602.51,10.9,2,94.3054,2,0,3132.37,0.4821,34.0,12829.61,4488.23,426.24,44.8,96.65,0.0585,92.6455,80.7375,0.6632,0,5861.61,4939.92,14794.33,66103.02,5380.72,93.4456,772
249-10-1149,44.0160588413588,13.6,30768.95,3.9,2,84.3277,1,1,13708.79,0.1328,365.0,911.16,14346.17,981.09,38.1,53.77,0.1371,74.5619,50.2965,0.762,1,15441.14,2109.54,19723.28,674993.11,22428.67,120.0,693
250-10-1150,39.1675415899019,19.0,53000.5,15.4,2,58.7825,1,0,39351.39,0.4988,4.0,2453.92,2988.76,5680.14,70.4,40.3,0.0916,88.6349,57.7418,0.7436,0,8432.04,2062.04,120000.0,1832.7,80573.35,120.0,721
251-10-1151,59.861951488461244,7.7,105042.89,14.8,1,56.0629,1,3,19781.88,0.4404,261.0,10690.6,14250.83,2761.07,29.4,35.96,0.2105,83.0397,84.0601,0.3652,1,5580.07,6292.5,11171.62,206010.24,54780.35,120.0,725
252-10-1152,75.6214898410965,4.8,127771.28,17.1,1,75.5134,0,1,15492.56,0.3755,16.0,12552.46,8018.04,704.69,112.8,89.12,0.4398,72.0953,93.6815,0.6836,1,2315.25,4872.81,26932.51,848345.03,50952.23,120.0,758
253-10-1153,61.21947967574695,23.0,19475.47,10.9,3,88.0377,1,1,25630.36,0.443,8.0,99458.78,7059.91,1617.63,59.5,37.99,0.1474,77.882,76.1474,0.4661,1,29106.87,858.17,83759.68,640426.44,99738.01,120.0,749
254-10-1154,64.08738748624663,14.0,22203.87,12.4,4,82.39,0,1,14227.18,0.1908,242.0,3712.93,5555.88,2100.83,55.2,97.37,0.2625,79.7159,72.0485,0.5991,1,3408.94,1055.79,15751.58,64835.13,7490.52,120.0,741
255-10-1155,43.55502281547944,32.5,83197.81,15.5,3,60.4896,2,0,4393.97,0.1673,127.0,15261.3,8413.84,1493.33,48.5,62.58,0.1587,80.9807,42.3544,0.7631,1,14185.55,3470.79,8750.76,94733.44,59953.46,120.0,742
256-10-1156,54.548474376815,10.7,38314.4,15.8,1,89.5325,1,1,22549.9,0.4977,132.0,6105.05,2095.3,3415.31,44.1,45.43,0.1793,72.9228,37.122,0.8043,1,143183.2,2315.17,58324.62,26579.18,36931.79,120.0,727
257-10-1157,58.20570426759118,7.4,34726.33,14.9,2,77.4664,1,0,60525.86,0.3748,57.0,2883.05,3580.96,2917.39,116.4,58.25,0.3271,70.5571,53.4068,0.5832,1,24835.39,1862.08,46938.94,281143.39,39957.72,120.0,713
258-10-1158,27.589531830778352,21.9,68251.54,17.5,2,79.5042,1,1,1320.55,0.2503,182.0,1567.77,835.61,7308.18,32.4,38.18,0.2231,73.6567,66.1449,0.9171,1,21894.42,4607.47,22231.02,116141.14,2193.13,120.0,734
259-10-1159,40.975891019699006,31.2,104144.34,19.8,3,99.3296,2,0,7984.53,0.3869,93.0,13759.35,13261.22,25506.44,56.2,57.1,0.0706,66.6225,68.8909,0.9299,0,3053.86,6625.31,2518.8,422015.13,31998.97,120.0,771
260-10-1160,68.80705548803863,7.8,50652.77,9.3,3,69.5594,0,2,10992.58,0.1938,235.0,8215.29,4329.64,9619.95,76.6,60.68,0.463,88.1834,46.0779,0.499,1,28320.32,3253.88,26127.47,434326.9,47056.14,120.0,728
261-10-1161,37.93332476493549,9.0,18000.0,11.2,1,88.7273,0,0,3362.74,0.1784,38.0,4468.63,24696.02,4633.54,38.0,40.21,0.1134,75.7708,73.0258,0.735,1,8894.7,720.29,4351.82,40304.79,34354.45,120.0,730
262-10-1162,66.30066019688903,27.7,41357.06,15.5,7,66.2009,0,0,7828.89,0.5867,194.0,2552.62,7297.32,3013.26,32.8,201.44,0.2986,72.0131,14.6665,0.689,1,45603.42,2196.92,20196.7,82428.84,21105.67,120.0,713
263-10-1163,37.892469636565565,37.5,26574.74,6.8,2,67.8233,1,2,107282.11,0.2101,244.0,3381.16,3004.02,4167.14,43.8,81.14,0.0874,84.6052,53.4312,0.8104,1,66012.76,900.45,37921.48,252966.47,53215.91,120.0,699
264-10-1164,41.314409630850996,19.0,88717.05,5.9,2,91.9392,1,1,2745.18,0.5825,39.0,2489.78,4850.67,887.41,42.6,28.35,0.0478,61.3305,42.0502,0.7466,1,4653.5,4535.54,36539.53,112319.49,85674.85,120.0,725
265-10-1165,54.74456757552164,10.2,251537.63,6.0,1,28.2221,0,0,9425.51,0.5043,128.0,9683.69,3966.2,1320.89,52.5,59.34,0.1631,73.3398,51.5053,0.7435,1,11159.14,13696.79,4491.29,22752.69,27418.57,26.1677,760
266-10-1166,50.6888018662991,26.5,73243.38,7.2,3,90.363,1,0,16424.5,0.5341,169.0,8887.08,7984.79,2057.3,89.0,47.28,0.2111,44.4833,57.0656,0.6639,1,17897.44,4193.74,24078.97,170441.35,32637.96,120.0,734
267-10-1167,46.3712335608413,12.7,81528.62,8.2,0,84.5602,0,2,6408.5,0.3649,32.0,4206.05,1201.39,6818.55,29.3,83.23,0.1368,82.6886,47.2146,0.7874,1,2676.64,3470.21,11650.88,345513.04,44026.86,120.0,739
268-10-1168,68.19090410885323,10.4,105778.29,14.5,1,83.6311,2,2,23260.79,0.4961,106.0,4868.26,2718.87,2876.24,88.4,42.62,0.1149,76.4532,45.1931,0.6583,1,149229.78,6546.61,9276.31,206382.31,133191.4,120.0,743
269-10-1169,39.33959928367767,11.2,153834.46,10.9,3,63.6965,0,0,11803.83,0.4294,365.0,5060.66,2893.08,4025.2,105.4,41.06,0.1926,73.9905,85.1142,0.6743,1,20572.39,9474.85,2633.9,143239.94,76900.67,120.0,761
270-10-1170,48.53573561339128,20.5,39842.97,28.1,0,86.9399,1,2,14394.35,0.4346,121.0,77642.13,2588.73,132.5,43.0,39.75,0.0546,90.7466,71.9393,0.2904,1,13324.27,2015.67,9457.29,96962.88,119298.4,120.0,743
271-10-1171,56.117352506458616,15.0,57696.03,31.1,5,78.0055,1,1,20515.02,0.246,106.0,8216.35,3567.44,1659.51,31.0,43.04,0.1757,62.6928,53.7665,0.4385,1,29657.82,2761.18,24585.48,220515.34,29622.08,120.0,739
272-10-1172,52.83285800797154,18.5,116299.58,6.5,0,83.9961,0,1,31115.06,0.1741,320.0,14636.78,11709.52,8339.44,86.5,57.89,0.0704,87.595,59.4277,0.9163,1,2613.63,6462.02,1387.53,575400.38,149114.96,120.0,764
273-10-1173,44.278355891073865,22.2,30971.16,34.3,1,79.5827,2,1,9412.13,0.2179,365.0,969.57,560.65,894.13,32.5,167.54,0.4301,50.81,58.2358,0.6284,1,49891.87,1171.3,40797.1,46722.09,6023.94,120.0,712
274-10-1174,44.56581451818859,13.0,20820.14,16.3,1,69.2763,0,0,7266.05,0.4451,365.0,1157.36,933.16,6299.62,32.0,77.22,0.0186,73.2535,68.5233,0.6953,0,427448.87,656.32,22591.6,10002.2,25871.37,120.0,721
275-10-1175,59.06705384087276,23.6,43237.16,6.1,5,72.6717,0,0,37021.31,0.3616,72.0,620.75,6271.49,34990.99,47.2,61.1,0.1647,71.2895,21.401,0.6084,0,8535.91,2641.96,44842.44,137179.88,4989.96,120.0,723
276-10-1176,59.64829062575071,14.8,144274.74,3.1,2,86.7302,1,1,1845.47,0.4487,9.0,4553.73,1721.06,1122.79,34.3,29.82,0.1493,77.9905,31.8564,0.6073,1,30892.81,9633.22,49318.26,131434.36,37107.27,120.0,728
277-10-1177,53.106328346647174,11.3,66062.29,5.6,3,77.9684,2,1,92874.01,0.0242,179.0,8757.41,664.7,11409.61,24.9,25.44,0.2687,92.8079,76.8857,0.8755,0,65353.99,2289.76,58085.5,89188.08,1462.76,120.0,719
278-10-1178,42.545391610896225,6.5,43201.11,3.1,4,85.3704,0,2,14077.19,0.3844,137.0,17194.08,1859.89,24380.73,138.7,34.41,0.1313,82.1786,81.2799,0.6536,1,124549.65,1891.69,24701.72,201432.77,54351.26,120.0,699
279-10-1179,44.81919157552504,12.7,121907.08,10.9,1,82.4245,0,1,6045.23,0.1694,187.0,6930.54,10395.8,40865.28,54.6,27.02,0.0742,78.5948,97.4238,0.8742,0,77623.77,5349.18,6695.05,26787.86,82042.09,120.0,795
280-10-1180,49.79564360588109,29.1,88206.54,15.1,3,84.0234,1,1,2863.92,0.2469,97.0,2482.73,1858.22,1496.82,35.8,61.4,0.298,87.4831,71.3114,0.3148,1,54148.62,6660.69,14188.07,89481.77,13553.79,120.0,752
281-10-1181,51.16338954938202,21.6,34756.88,9.7,4,94.2342,0,0,20952.36,0.4269,44.0,5759.33,2281.01,1120.13,32.2,27.15,0.1201,60.9605,38.8702,0.9139,1,10028.09,1581.97,810.24,124475.52,74790.35,120.0,742
282-10-1182,55.665324288147914,18.5,52423.94,7.5,2,71.3378,0,0,1299.63,0.3683,365.0,6305.96,672.75,1116.44,72.0,68.34,0.3067,74.624,47.9198,0.6611,1,13919.99,2558.3,33831.69,1186108.42,134456.13,120.0,731
283-10-1183,48.05952534039751,8.1,29234.28,6.0,4,72.1507,2,0,6350.34,0.1846,65.0,1796.19,4856.46,3767.76,71.1,51.91,0.0758,73.9893,92.3681,0.8819,1,19159.12,1350.06,9110.38,340367.37,6880.84,120.0,681
284-10-1184,58.78783975685801,11.1,66195.65,21.6,1,72.2776,0,1,13120.87,0.8099,46.0,7061.5,2389.76,338569.51,53.4,83.31,0.4076,90.3785,80.9212,0.2727,1,7611.16,3233.28,9339.5,103714.95,4980.11,120.0,746
285-10-1185,58.65084798925978,20.1,93473.72,8.3,1,51.9573,0,0,5786.44,0.3712,33.0,31465.17,2898.06,721.55,67.7,55.86,0.0892,87.3126,77.7607,0.5377,1,19185.61,5540.62,13577.3,496847.9,90336.6,120.0,758
286-10-1186,64.5709951637902,22.6,18000.0,19.9,1,83.8795,1,2,2618.16,0.3144,228.0,5220.72,5782.67,13493.14,15.8,79.39,0.1992,59.7402,43.3848,0.8923,1,51235.45,630.28,4451.05,91549.01,42552.32,120.0,721
287-10-1187,50.206236255155844,21.8,29315.69,3.3,0,66.4318,1,1,22239.93,0.3397,4.0,15455.27,1735.06,3078.62,129.2,54.59,0.1018,68.836,66.2137,0.8107,1,10386.42,1783.32,2973.89,35309.08,6682.36,120.0,677
288-10-1188,53.282411348174875,16.7,193884.33,25.8,3,92.1613,0,0,3748.18,0.3701,122.0,9897.54,5956.95,94330.51,64.2,81.42,0.2191,74.2307,59.8351,0.617,0,2750.56,5082.56,29283.53,179580.04,102362.58,120.0,804
289-10-1189,48.74172591705103,9.6,47340.4,12.4,0,66.0611,1,1,6460.02,0.196,53.0,1590.47,12351.48,10870.32,39.3,50.74,0.2368,65.5688,79.8315,0.6452,1,14461.16,2862.98,4941.85,269656.83,97715.26,120.0,708
290-10-1190,42.63395632611055,22.7,191204.37,7.6,1,70.5402,0,1,94755.25,0.3818,80.0,25728.71,3286.5,9950.58,43.9,94.16,0.3023,61.766,85.2224,0.9198,1,47287.9,10504.55,53187.88,583088.69,52295.78,120.0,767
291-10-1191,75.19086077514207,11.1,24525.24,6.3,0,92.6912,1,1,12818.04,0.2892,26.0,9911.82,3611.86,512.16,34.0,57.32,0.2006,83.0101,46.0968,0.6113,1,5297.4,991.51,1904.7,328831.82,3751.77,120.0,705
292-10-1192,62.741187357814425,22.8,41263.94,12.9,7,76.1675,0,0,1914.58,0.4664,139.0,747.97,9911.77,897.55,53.0,42.89,0.2064,91.7765,95.1418,0.6822,1,48616.04,1941.98,20012.08,6615.94,43362.48,120.0,727
293-10-1193,58.40028807442099,12.8,69728.12,11.2,2,95.2626,1,0,6511.12,0.3423,273.0,2948.44,3989.69,1007.09,46.2,61.87,0.035,78.759,74.2324,0.4855,1,11114.41,3056.57,49567.94,73516.68,135910.71,120.0,758
294-10-1194,49.88015654307266,31.7,47905.59,8.2,4,53.7456,0,1,66899.88,0.2622,146.0,9662.02,1369.05,2185.38,30.1,36.62,0.2007,80.9519,48.4277,0.7981,1,951842.68,2501.56,4662.91,118784.79,34689.36,120.0,719
295-10-1195,41.98922909514283,12.1,145192.49,3.3,3,66.0156,0,0,24112.15,0.8707,59.0,1299.84,9387.06,16195.5,41.9,62.11,0.2432,65.0391,57.1309,0.7849,1,14923.38,10780.74,6404.52,206556.17,57532.07,120.0,713
296-10-1196,60.53658564904143,11.9,55113.79,1.0,2,95.8957,0,0,4308.19,0.3457,365.0,3241.25,5315.23,965.9,113.8,258.59,0.0912,80.2078,52.28,0.5271,0,9980.41,2234.33,63603.56,118552.45,329.83,120.0,713
297-10-1197,48.58065548898509,14.1,98563.93,10.6,5,53.6358,0,1,104569.61,0.3961,34.0,2708.37,656.1,1688.0,76.7,38.45,0.1823,51.6382,68.9112,0.7662,0,8960.6,5789.86,23509.57,93720.09,34274.01,120.0,744
298-10-1198,54.21879322719052,9.7,27877.8,35.0,4,96.5893,1,0,15737.31,0.5753,365.0,3001.32,11066.24,11613.38,31.1,144.71,0.1136,66.5734,44.6466,0.5649,1,173724.14,504.5,2676.86,385252.62,37455.25,120.0,726
299-10-1199,44.788340749249485,8.8,72047.33,10.9,2,63.1213,2,0,11152.57,0.2459,31.0,7449.92,3303.03,379.77,62.2,45.16,0.1078,93.3832,35.8446,0.343,1,111732.7,3330.04,17692.55,132483.75,49194.15,120.0,722
300-10-1200,52.46068114174897,9.5,48067.0,4.5,2,75.7424,0,1,5004.17,0.5683,136.0,8824.52,1680.92,70.05,44.5,24.35,0.192,84.2626,66.6742,0.7671,1,21366.92,2602.22,27105.72,396628.07,139036.07,120.0,699
301-10-1201,45.285550733521774,27.2,29702.31,4.3,3,79.8029,0,1,8821.69,0.1271,46.0,8883.25,765.55,1015.26,65.1,42.93,0.168,90.1644,78.9859,0.7622,1,29052.99,1425.6,23488.77,316149.26,285716.38,120.0,714
302-10-1202,45.60310750200695,9.1,82999.43,3.6,2,91.5915,0,0,7784.81,0.2907,262.0,12360.0,3902.35,555.12,42.0,106.44,0.2746,42.3591,78.9095,0.7232,1,30817.77,6092.64,17972.09,139826.44,87797.67,120.0,722
303-10-1203,52.3278880353785,12.0,155364.43,16.0,6,68.9074,0,1,54390.55,0.334,365.0,22607.8,4167.07,6634.3,47.9,48.0,0.2256,59.7811,69.7347,0.8432,1,17889.39,6487.44,15343.58,23863.0,6304.93,40.8079,810
304-10-1204,37.80537149635515,39.2,39470.89,23.5,3,93.5525,1,0,42191.62,0.5437,238.0,19138.99,2843.61,3811.68,35.6,26.85,0.136,94.752,82.6216,0.8704,1,5515.35,1530.74,39186.59,234960.88,43425.47,120.0,743
305-10-1205,38.095828145820235,23.1,80494.5,5.1,2,73.9965,0,2,16236.18,0.4527,128.0,2262.63,1961.8,801.45,50.6,33.09,0.29,74.1265,60.7159,0.8628,1,9643.67,3554.82,14396.71,209780.39,26000.03,120.0,719
306-10-1206,43.46425907827215,22.9,51504.94,6.3,2,77.376,0,1,13641.22,0.4064,13.0,13958.96,1475.6,20351.3,60.0,35.8,0.1108,82.3284,92.2865,0.7055,0,48075.56,3344.01,30562.59,133937.83,43353.29,120.0,730
307-10-1207,47.95388241448464,36.3,64538.22,21.2,0,99.0881,1,2,6674.41,0.4573,7.0,1034.92,14890.06,879.17,54.6,31.17,0.1675,66.942,85.093,0.9357,0,10753.47,3468.19,37238.39,242594.28,14174.87,120.0,736
308-10-1208,59.160356709887964,13.9,107785.98,14.7,2,98.8281,1,0,5473.13,0.1938,130.0,28971.02,4095.2,3268.2,130.4,65.24,0.1576,73.7238,87.134,0.9358,1,30548.75,6131.14,3079.64,28065.79,45069.72,99.0517,807
309-10-1209,48.458369990678655,5.0,164267.07,3.7,3,79.2536,0,0,3193.55,0.2402,47.0,16795.92,4271.44,1313.76,114.9,83.08,0.5044,93.1139,51.0133,0.5941,1,28365.28,10350.24,64203.85,123356.41,39188.3,120.0,731
310-10-1210,49.818951573458406,21.9,142816.25,15.3,3,88.4565,2,0,86252.05,0.2028,32.0,6817.94,14273.46,1749.91,27.7,31.9,0.0392,76.4755,93.4943,0.7604,0,12896.75,8184.43,48032.44,44899.97,33060.51,97.2506,776
311-10-1211,47.25424003868487,13.2,35429.34,15.1,2,78.115,0,0,14840.73,0.2145,313.0,2670.44,4000.29,162.49,61.9,88.45,0.1247,88.1116,72.1318,0.6322,1,39309.7,1283.69,3540.25,408150.1,108520.73,120.0,744
312-10-1212,53.26727392675818,39.4,23365.12,29.0,6,78.1644,0,1,2901.66,0.1901,45.0,17457.92,1357.89,5942.2,41.8,29.83,0.2737,72.1975,21.1396,0.8037,1,13701.52,1235.04,7967.02,303710.43,9830.85,120.0,735
