tax_id,annual_income,savings_balance,payment_history,age,avg_monthly_transactions,avg_transaction_value,digital_banking_score,mobile_banking_usage,online_transactions_ratio,e_statement_enrolled,checking_balance,digital_activity_score,monthly_digital_transactions,customer_category
337-10-1237,50300.52,3697.15,60.6523,63.72478524198152,53.7,58.72,61.2167,32.4936,0.9411,1,21630.06,62.47,50.5,Regular
338-10-1238,27375.44,5484.09,79.8563,50.05140505598763,19.2,53.27,55.0493,43.2942,0.5511,1,1713.32,51.54,10.6,Regular
339-10-1239,70561.54,3332.27,61.2452,50.46252463409364,44.8,85.47,59.8294,84.8311,0.3615,0,4176.41,60.23,16.2,Regular
343-10-1243,80394.68,44286.81,76.2353,55.30972964530039,45.3,43.55,69.423,95.7974,0.4135,1,7805.85,68.91,18.7,Preferred
344-10-1244,56376.44,47190.58,66.0928,37.19948527172407,90.9,33.4,35.6916,83.447,0.5896,1,4530.92,57.0,53.6,Regular
346-10-1246,63833.62,6136.38,86.0816,67.73116734469056,65.0,102.69,33.8437,79.4072,0.8129,1,2711.98,61.75,52.8,Regular
350-10-1250,33588.9,17545.29,67.1833,56.74902214391844,69.9,127.35,57.542,71.2224,0.7602,1,14204.34,67.19,53.1,Regular
351-10-1251,35423.52,12220.01,65.1705,65.3701655156074,66.7,50.75,68.9877,49.471,0.709,1,5013.33,63.71,47.3,Regular
353-10-1253,129315.52,8659.85,60.2361,35.676032289062,78.6,70.92,77.0428,70.8111,0.689,1,2705.35,72.73,54.2,Preferred
354-10-1254,177334.0,8242.99,79.6503,47.43227770641243,41.7,82.34,50.5749,36.3341,0.8179,1,2582.59,55.67,34.1,Preferred
355-10-1255,39843.94,8893.76,80.2247,57.557885032666775,32.3,99.76,86.4886,49.7855,0.5017,1,8303.33,64.58,16.2,Preferred
357-10-1257,62890.07,5765.19,80.2624,38.29307402469576,33.8,112.41,82.7891,24.3854,0.5644,1,1949.64,57.36,19.1,Preferred
358-10-1258,18000.0,12963.27,82.3589,36.04369715887605,39.5,87.42,92.7645,68.1486,0.4645,1,726.27,71.49,18.3,Preferred
359-10-1259,81545.35,105371.95,42.8953,49.45882564114555,9.8,55.5,80.1262,17.8053,0.8168,1,1646.66,61.9,8.0,Preferred
360-10-1260,31907.49,4758.18,70.8155,33.71696643477031,58.8,81.25,48.3816,55.9537,0.6576,1,1867.72,55.87,38.7,Regular
362-10-1262,32946.73,3648.18,59.6676,53.72798500357496,57.8,48.47,80.714,87.8747,0.2609,1,6655.87,66.48,15.1,Regular
363-10-1263,26502.02,50143.51,79.9432,41.64622422673588,43.1,53.32,92.5668,65.9639,0.922,0,1122.27,84.48,39.7,Preferred
365-10-1265,79055.38,1624.01,78.4344,60.30038684305855,48.3,48.05,42.8029,72.5182,0.6362,1,7624.65,57.96,30.7,Regular
366-10-1266,23735.31,9044.19,74.9722,45.0806584651908,31.1,56.77,88.0413,89.7952,0.9255,1,1975.0,89.92,28.8,Regular
367-10-1267,87742.21,7168.13,84.3087,42.84315466402638,54.5,58.3,72.6407,97.5477,0.6914,1,1862.21,79.06,37.7,Preferred
368-10-1268,207745.73,10951.52,83.8461,48.96273471015653,62.7,101.77,84.3819,37.4471,0.4903,1,1354.66,59.7,30.7,Preferred
369-10-1269,192862.03,7847.87,90.5023,40.89071901813016,44.6,60.35,39.3872,65.1669,0.9929,1,2492.44,65.09,44.3,Preferred
374-10-1274,92332.07,8817.54,79.8012,48.91198375072561,51.8,54.7,77.7032,56.1037,0.7355,1,8881.85,69.98,38.1,Preferred
375-10-1275,18084.27,4671.43,87.7817,47.88340943073515,58.0,59.63,88.7655,85.0582,0.8371,1,561.17,86.14,48.6,Regular
376-10-1276,56949.4,2763.75,91.8281,45.0785237096855,93.2,24.7,60.247,54.8027,0.3448,1,1736.18,50.88,32.1,Regular
377-10-1277,115945.85,8359.49,98.286,44.68322784706874,72.8,53.39,86.3688,49.6446,0.3896,1,9523.36,61.13,28.4,Preferred
378-10-1278,20203.31,9965.58,77.3926,37.331680343704434,39.0,62.4,69.3122,28.4151,0.7023,1,13319.75,57.32,27.4,Regular
379-10-1279,55169.25,2591.76,80.8687,65.34780505845765,54.0,95.53,89.0395,97.8517,0.626,1,4999.04,83.75,33.8,Preferred
381-10-1281,91536.96,3399.04,32.6975,53.1475187243187,26.0,48.42,71.0022,62.2495,0.9139,1,3787.15,74.49,23.8,Regular
382-10-1282,37489.19,4959.28,90.6114,48.76296038834926,77.6,205.74,77.301,48.7581,0.5324,1,1289.57,61.52,41.3,Preferred
383-10-1283,22034.6,28365.58,38.4704,41.52102969380229,37.0,18.48,38.3631,72.6002,0.314,1,72586.67,46.55,11.6,Regular
384-10-1284,18000.0,38941.43,67.9186,43.14665270910992,66.5,54.81,91.3857,69.2485,0.8647,1,8869.7,83.27,57.5,Preferred
385-10-1285,151394.92,2053.73,64.4293,37.98974654000519,69.2,62.69,75.6291,47.3555,0.8531,1,7222.52,70.05,59.0,Preferred
386-10-1286,107409.08,10004.56,60.0457,44.07376597437767,42.2,55.96,55.1214,76.359,0.3679,1,4298.52,55.99,15.5,Regular
387-10-1287,58860.79,19707.94,74.8126,40.52974230019109,62.3,28.51,82.7485,86.7725,0.8324,0,7414.59,84.1,51.9,Regular
388-10-1288,57768.32,81791.27,79.4061,69.54037098915748,69.3,70.13,47.501,86.3504,0.6552,1,9277.96,64.56,45.4,Preferred
389-10-1289,80631.88,8231.2,75.4735,59.438872818093,43.6,79.82,70.0147,9.6237,0.73,1,6350.37,52.79,31.8,Preferred
390-10-1290,117725.08,30205.82,56.1044,50.76405311453395,85.9,60.95,58.3163,59.6876,0.712,1,2722.8,62.59,61.2,Preferred
391-10-1291,18000.0,2721.31,45.9676,42.28124706090258,139.3,43.56,95.4451,73.5218,0.6813,1,1590.71,80.67,94.9,Regular
393-10-1293,18000.0,12428.6,83.8153,48.17106365590812,59.4,59.78,93.0726,82.1964,0.6883,1,3199.18,82.54,40.9,Preferred
394-10-1294,46996.3,28195.94,63.1141,59.95948320484843,47.3,69.98,91.6781,70.6843,0.5956,1,7015.73,75.74,28.2,Preferred
395-10-1295,68006.26,31141.11,68.1643,72.59109245689001,39.3,29.95,74.8288,86.1953,0.776,1,5573.19,79.07,30.5,Regular
396-10-1296,121634.24,8792.38,84.4288,38.15981702798168,34.3,126.56,51.6014,65.0705,0.8319,0,1872.49,65.12,28.5,Preferred
397-10-1297,18000.0,1257.92,87.1134,55.83895396236712,83.8,72.54,91.5507,83.5611,0.9527,1,2870.01,90.27,79.8,Preferred
398-10-1298,23472.15,6911.05,88.0722,44.03899588762594,45.0,48.48,62.183,53.0717,0.9478,1,1416.7,69.23,42.7,Regular
399-10-1299,65608.76,88617.44,47.0222,45.46052414564363,18.1,73.59,65.072,89.6358,0.4376,1,1429.11,66.05,7.9,Preferred
400-10-1300,71555.39,11008.63,76.5282,50.47777115460981,27.4,45.04,79.8805,93.3753,0.357,1,2768.62,70.67,9.8,Regular
401-10-1301,52064.2,9459.51,88.4211,42.52934347981987,37.6,36.01,81.7425,71.462,0.6987,1,9332.06,75.1,26.3,Regular
402-10-1302,27238.45,8454.06,90.9773,47.71542886477088,27.3,33.09,77.8783,61.3635,0.728,1,1166.56,71.4,19.9,Regular
403-10-1303,36689.05,7523.49,76.5496,41.90596863288651,63.9,156.16,66.1868,70.9423,0.5769,1,2150.09,65.06,36.9,Regular
404-10-1304,54399.56,11974.71,84.1173,44.67495572626883,39.5,52.1,88.8559,79.5614,0.914,1,3339.24,86.83,36.1,Regular
406-10-1306,32950.0,77268.49,58.3143,50.98315410377339,46.3,131.62,83.4506,58.8767,0.6366,1,987.26,70.14,29.5,Preferred
407-10-1307,22774.44,28609.27,61.3645,57.9410750763757,35.6,61.8,82.6846,88.0839,0.626,1,5733.35,78.28,22.3,Regular
408-10-1308,85084.81,10208.55,84.004,43.936811917890736,109.5,31.83,91.6448,88.4375,0.8597,1,3512.8,88.98,94.1,Preferred
409-10-1309,31569.25,11255.75,75.3098,55.92260545095229,69.8,103.08,57.8804,79.5106,0.6943,1,1533.05,67.83,48.5,Regular
410-10-1310,23978.37,1441.36,92.4955,36.55563076174575,35.4,23.39,89.2334,29.6054,0.6051,1,2271.01,62.73,21.4,Regular
411-10-1311,41679.44,5318.78,80.667,50.47345027903966,34.6,100.94,76.246,65.8106,0.6083,1,3334.52,68.49,21.0,Regular
412-10-1312,101407.27,5240.67,45.7033,56.67356264635262,61.7,38.64,43.9916,42.5787,0.8272,1,3436.65,55.19,51.0,Regular
415-10-1315,116332.02,488.24,93.9636,50.46666049366423,57.2,39.02,78.9175,70.9126,0.42,1,8414.45,65.44,24.0,Preferred
416-10-1316,35421.65,4728.83,66.447,60.90690787360806,34.8,106.74,74.6427,55.1817,0.556,1,5356.46,63.09,19.3,Regular
417-10-1317,65791.63,8711.15,85.6213,44.67390965843765,25.3,80.36,72.4848,89.9036,0.7559,1,3818.57,78.64,19.1,Regular
418-10-1318,129109.61,69503.59,69.37,55.47675135128448,56.5,21.15,74.3375,83.8348,0.6175,1,3220.86,73.41,34.9,Preferred
419-10-1319,42703.83,4973.0,54.9753,66.30446786418288,31.5,65.2,65.0279,21.4765,0.9418,1,1331.76,60.71,29.7,Regular
420-10-1320,70835.06,4602.71,86.0729,55.99367909245349,71.9,93.85,76.7839,92.5709,0.7038,1,1776.43,79.6,50.6,Preferred
421-10-1321,31847.17,758.26,85.9617,48.05151227852957,22.5,58.55,96.1339,72.7616,0.8709,1,4095.1,86.41,19.6,Regular
422-10-1322,51131.07,18966.47,86.5408,53.775960609091456,57.4,104.7,53.4316,81.1265,0.8145,1,1031.86,70.15,46.8,Preferred
423-10-1323,49978.82,6085.18,78.0333,44.43948015811494,44.7,70.03,77.0977,59.8712,0.615,1,2723.4,67.25,27.5,Regular
425-10-1325,45778.28,6885.64,58.1548,48.49878787983278,31.0,33.63,72.0788,71.9131,0.686,1,3138.85,70.99,21.3,Regular
426-10-1326,69622.47,17653.44,73.8059,53.42310165250552,178.3,24.31,97.8339,63.6317,0.9692,1,5945.96,87.3,172.8,Preferred
427-10-1327,78182.53,32371.47,66.3906,46.13171192989599,49.8,94.82,86.7381,80.2957,0.7754,1,2865.63,82.05,38.6,Preferred
428-10-1328,34463.39,9868.24,59.7418,54.02250637853191,51.6,118.0,66.0681,71.8026,0.762,0,4965.17,70.83,39.3,Regular
429-10-1329,45173.25,3710.31,81.346,46.04990097166109,80.0,16.6,66.8841,45.3564,0.4089,1,1205.31,52.63,32.7,Regular
430-10-1330,82796.39,5047.16,62.2317,59.31659207548364,41.4,84.31,82.1205,75.1645,0.4322,1,11936.67,68.36,17.9,Preferred
431-10-1331,216843.93,1793.73,62.4537,46.91074721641752,25.8,39.88,51.5756,47.5838,0.6462,1,2593.04,54.29,16.7,Regular
432-10-1332,24833.21,2991.48,87.1317,33.89646266827827,80.9,142.97,49.6271,45.0709,0.7193,0,2939.41,54.95,58.2,Regular
433-10-1333,86485.68,16077.89,78.7198,41.10419700833919,35.5,87.59,41.1009,45.203,0.7557,1,1144.84,52.67,26.8,Regular
434-10-1334,140066.66,26742.04,58.227,50.18080197287371,26.6,26.78,97.5064,92.2314,0.9126,0,4645.73,94.05,24.3,Preferred
435-10-1335,64017.47,10096.21,85.4261,69.39639556884879,46.4,82.8,78.0408,44.4404,0.7224,1,1242.86,66.22,33.5,Preferred
437-10-1337,57716.56,3658.46,70.2033,32.85672548789832,59.5,219.95,90.9074,94.3282,0.6178,1,5500.87,83.2,36.8,Preferred
438-10-1338,30422.63,19617.79,58.4554,37.58911766378097,21.6,57.26,55.3691,84.4915,0.4184,1,732.81,60.05,9.0,Regular
439-10-1339,42109.72,18080.84,64.3304,62.56553122751202,61.8,30.76,68.4449,52.5839,0.5301,1,7857.41,59.06,32.8,Regular
440-10-1340,78414.31,7822.71,83.0799,56.60900361092544,22.7,54.59,81.0252,87.6252,0.8289,1,3874.73,83.56,18.8,Regular
441-10-1341,57390.83,40419.37,91.1201,77.80250885213793,50.3,47.75,85.8073,74.7221,0.8128,0,2198.61,81.12,40.9,Preferred
442-10-1342,68679.53,6312.98,56.2766,45.70691553448189,87.8,67.47,64.1896,70.8648,0.7447,0,4086.35,69.28,65.4,Regular
443-10-1343,26410.59,41640.38,74.9969,42.3746137057359,88.6,25.22,82.0786,84.9359,0.4492,1,14161.73,71.79,39.8,Preferred
444-10-1344,39039.62,12287.56,81.1951,50.70633725233892,50.6,47.15,77.331,91.0292,0.5888,1,824.56,75.91,29.8,Regular
445-10-1345,91960.87,9306.74,78.1515,45.544380971524895,92.5,110.34,51.5032,59.1535,0.4761,1,2282.2,52.63,44.0,Preferred
446-10-1346,18538.31,4949.06,81.5194,61.28026066658071,49.4,101.97,70.6939,68.2269,0.267,1,809.36,56.76,13.2,Regular
447-10-1347,23660.71,11257.56,95.7002,45.25848366250858,55.2,119.03,75.0042,42.5736,0.8433,1,4832.07,68.07,46.6,Preferred
448-10-1348,48343.64,7808.01,42.8558,47.42794023819074,53.2,20.16,80.8565,37.5711,0.8013,1,4260.67,67.65,42.6,Regular
449-10-1349,41680.14,17101.19,85.7597,41.33619270786444,54.8,56.74,56.637,90.3514,0.848,0,4017.72,75.2,46.5,Regular
450-10-1350,102600.66,43186.62,77.5913,58.00473261829579,39.5,36.74,83.9776,57.3558,0.6269,1,2365.69,69.6,24.8,Preferred
452-10-1352,56514.89,44950.34,53.0234,54.22415080473287,64.9,22.21,61.1726,88.9821,0.8474,1,2599.34,76.59,55.0,Regular
453-10-1353,156321.36,14173.86,64.5828,72.13603335084004,39.0,25.89,65.0978,75.4156,0.8462,1,4826.33,74.05,33.0,Preferred
454-10-1354,75275.4,3958.82,59.6058,35.544562984680134,37.9,24.42,94.0889,44.8382,0.9184,1,15654.71,78.64,34.8,Regular
455-10-1355,20463.95,11747.44,88.4299,67.01024320703584,72.1,33.43,70.5432,74.7956,0.9469,1,3730.56,79.06,68.3,Regular
456-10-1356,327518.3,6002.57,81.2312,52.82225011680181,38.7,59.6,64.7232,81.4017,0.4789,1,3994.36,64.68,18.5,Preferred
457-10-1357,40831.08,17037.43,90.5674,40.19072727236973,29.4,149.64,65.9664,74.2595,0.8952,1,1960.83,75.52,26.3,Preferred
459-10-1359,105707.79,36742.34,71.4284,57.65077450712862,45.4,99.76,66.1491,39.3232,0.4541,0,2062.45,51.88,20.6,Preferred
460-10-1360,34004.47,5841.54,86.3149,42.8630098156094,23.8,32.78,68.5746,84.1795,0.9091,1,4682.23,79.96,21.6,Regular
461-10-1361,221855.4,6374.46,67.2475,54.84527536977068,52.3,23.72,86.7833,72.9861,0.6001,1,9928.91,74.61,31.4,Preferred
462-10-1362,99226.01,4646.26,55.8171,68.28579695747696,45.5,37.68,53.4,31.7472,0.8291,0,1114.56,55.76,37.7,Regular
463-10-1363,266135.95,14887.5,34.564,45.2479260173388,57.3,42.82,61.9636,69.1271,0.6184,1,3608.82,64.08,35.4,Preferred
465-10-1365,146472.38,11612.37,82.3829,48.78329955753093,28.3,43.49,41.6414,67.4936,0.7302,1,4878.75,58.81,20.7,Regular
468-10-1368,67554.0,17311.45,94.3534,48.47667738027664,54.0,23.84,70.0971,61.9215,0.7607,1,416.48,69.44,41.1,Regular
469-10-1369,158114.36,6218.82,85.2859,45.99701778822046,100.9,50.39,61.93,86.202,0.9146,1,3412.19,78.07,92.3,Preferred
470-10-1370,105547.91,6807.57,96.692,41.072527020567385,50.0,29.03,57.6838,58.2521,0.3753,1,1359.29,51.81,18.8,Preferred
471-10-1371,43242.9,3178.61,85.6407,36.37015416410424,17.9,62.66,74.0316,70.3042,0.5289,1,4857.92,66.57,9.5,Regular
472-10-1372,128291.02,22274.28,87.8977,38.95198995061032,48.3,43.42,89.0629,26.8107,0.2505,1,436.0,51.18,12.1,Preferred
473-10-1373,56140.81,72202.07,88.4793,38.91420252319109,53.3,47.87,77.3214,78.4484,0.9782,0,5455.34,83.81,52.1,Preferred
474-10-1374,97293.89,1397.87,75.2156,47.52332712711828,63.5,25.4,58.4004,73.3085,0.7567,1,413.2,68.05,48.1,Regular
475-10-1375,73641.19,14042.71,41.3302,37.41616266338754,50.9,75.27,61.9186,57.0985,0.5869,0,4385.12,59.5,29.9,Regular
477-10-1377,23705.72,34758.94,75.2819,49.47096361277529,62.4,79.37,60.2859,32.5237,0.6419,1,3649.25,53.13,40.1,Preferred
479-10-1379,37327.6,14122.38,85.8202,62.35582875996081,29.4,25.45,79.8127,44.4808,0.3498,1,2917.69,55.76,10.3,Regular
480-10-1380,25308.98,10065.02,88.7112,47.43707937530944,39.4,117.26,71.8224,83.6547,0.668,1,2771.73,73.87,26.3,Preferred
481-10-1381,107079.21,9713.86,62.3392,40.33661188433699,66.2,45.38,35.6692,80.1405,0.6036,1,915.36,56.42,40.0,Regular
482-10-1382,38499.28,12281.24,95.6555,82.4156096667586,86.3,34.6,30.4085,34.4281,0.5644,1,9155.48,39.42,48.7,Regular
484-10-1384,59968.02,12228.81,81.1245,51.9803283524907,88.7,69.93,81.7565,73.7105,0.4689,1,2893.64,68.88,41.6,Preferred
486-10-1386,57341.31,3010.75,66.1565,49.68015638357991,36.3,136.42,69.0476,84.3608,0.9805,1,3640.2,82.34,35.6,Regular
487-10-1387,57295.0,10789.06,92.9679,44.96539726290986,33.1,111.58,83.594,86.5324,0.5239,1,4017.19,75.11,17.3,Preferred
488-10-1388,29607.84,19294.88,79.0334,47.566193107892495,62.0,42.13,67.8257,69.7281,0.4855,1,748.54,62.61,30.1,Regular
491-10-1391,108931.97,2047.05,76.5902,33.68071477725381,71.8,45.08,73.1934,46.5277,0.8046,1,1485.05,67.37,57.8,Preferred
492-10-1392,46748.68,7509.07,54.4967,38.09548382998895,25.4,18.85,77.5711,83.9472,0.2521,1,1382.1,63.78,6.4,Regular
493-10-1393,90185.14,2127.21,91.4491,42.96797341322911,28.7,21.23,71.5423,73.7416,0.644,1,962.57,70.06,18.5,Regular
494-10-1394,63903.37,31212.85,84.0281,60.07110166081674,48.6,209.24,91.0173,74.3221,0.8246,1,2388.57,83.44,40.1,Preferred
497-10-1397,32003.54,6259.68,79.177,40.16339009102887,25.2,21.11,82.1912,38.0592,0.7393,1,8797.11,66.47,18.6,Regular
498-10-1398,74203.83,12970.68,90.637,45.13098404391109,63.8,51.43,79.0234,31.6374,0.6533,1,2327.29,60.7,41.7,Preferred
499-10-1399,18687.52,14357.48,61.8705,55.03834652697715,63.3,86.19,81.4497,88.205,0.484,1,12497.15,73.56,30.6,Regular
500-10-1400,77061.22,4039.19,72.5271,47.70258568855724,52.3,26.21,57.3457,59.342,0.7037,1,11496.93,61.85,36.8,Regular
502-10-1402,45834.9,15413.31,71.0166,46.59196480680995,43.0,118.3,40.2412,76.9726,0.8378,1,1195.32,64.32,36.0,Regular
504-10-1404,18000.0,75769.35,47.2923,56.17004879003798,82.7,84.78,42.9122,91.083,0.817,1,1371.52,69.0,67.6,Preferred
506-10-1406,107053.45,4035.98,75.2749,53.302980842743686,71.1,71.42,60.9484,42.5137,0.8937,1,2207.5,63.94,63.5,Preferred
507-10-1407,64422.31,24030.48,89.0364,39.24030128701562,49.3,80.58,60.8121,48.8658,0.648,1,9301.78,58.42,31.9,Preferred
509-10-1409,22981.84,16804.74,81.9638,61.41784153310277,46.8,92.06,46.3279,74.2376,0.6209,1,2362.68,59.43,29.1,Regular
510-10-1410,108644.68,9563.33,94.9626,37.042984345473776,22.1,22.72,62.6119,28.3013,0.7055,1,4799.03,54.7,15.6,Regular
513-10-1413,55530.76,2940.11,81.1658,69.66587470639293,31.0,30.08,74.7764,70.9754,0.6076,1,1401.44,69.43,18.8,Regular
514-10-1414,64876.86,4751.76,76.2253,44.9523371858858,27.5,31.35,57.3437,61.4329,0.4167,1,1250.3,53.87,11.5,Regular
515-10-1415,32394.86,9855.14,77.5346,54.07219215756682,60.3,98.95,88.2103,47.9637,0.6357,1,2969.29,68.74,38.3,Preferred
516-10-1416,49542.26,7344.21,84.4015,51.13229647638519,37.3,40.85,91.0751,82.2131,0.7074,1,745.86,82.32,26.4,Regular
517-10-1417,42448.72,9963.29,67.4665,51.4953566257817,34.0,41.93,85.2003,84.8952,0.6044,1,1339.26,77.68,20.5,Regular
518-10-1418,23674.48,26966.26,93.5734,53.11156313409391,76.4,49.63,62.8706,76.0742,0.5696,0,1090.07,65.06,43.5,Regular
519-10-1419,65861.87,5996.4,70.0845,35.99835529353436,73.8,97.97,84.8587,37.7239,0.742,1,5051.16,67.52,54.8,Preferred
520-10-1420,115768.37,3467.89,49.9676,51.70349725967144,77.3,94.58,84.5781,19.8179,0.8,1,4122.77,63.78,61.8,Preferred
521-10-1421,136754.38,7378.07,65.1249,48.23097681264451,83.7,64.88,59.4866,77.3233,0.6877,0,3269.04,67.62,57.6,Preferred
522-10-1422,33947.53,4533.97,58.8553,44.99744742552133,30.5,180.77,39.0363,70.3177,0.5077,1,15308.62,51.94,15.5,Regular
523-10-1423,58367.42,4565.48,55.5827,42.96392093087165,42.2,35.19,40.5915,53.0977,0.8112,1,2118.11,56.5,34.2,Regular
524-10-1424,54489.63,13108.82,78.7588,51.95749469185155,68.6,29.05,67.5257,84.3671,0.7376,0,3681.66,74.45,50.6,Regular
525-10-1425,168084.1,45726.51,66.7548,41.33929619266861,28.6,92.44,78.3077,57.7228,0.7204,1,7515.96,70.25,20.6,Preferred
526-10-1426,209066.25,16493.21,84.9921,61.17987001205916,24.8,88.72,82.882,45.9989,0.7403,0,4684.89,69.16,18.4,Preferred
528-10-1428,84165.3,7651.95,60.628,52.57469102843762,73.9,13.62,89.3839,81.7222,0.7716,0,336.47,83.42,57.0,Regular
529-10-1429,86836.74,8917.57,83.1597,60.62633201032629,54.1,95.15,91.6183,68.1979,0.9512,1,3592.73,85.64,51.5,Preferred
530-10-1430,52033.7,23880.78,59.3773,35.13977348948074,36.9,43.8,92.4727,56.1206,0.8895,1,4139.33,80.51,32.8,Regular
531-10-1431,24734.52,25452.91,63.2431,39.02879874902563,41.5,92.12,48.1864,82.645,0.7403,1,3398.21,66.28,30.7,Regular
532-10-1432,98105.68,4144.45,36.9034,55.3446919713976,37.5,25.96,84.5971,86.9366,0.6115,0,1690.51,78.26,22.9,Regular
533-10-1433,140276.47,14274.4,67.0966,43.402891492577645,34.9,38.86,78.4445,62.8347,0.6855,1,1058.16,70.79,23.9,Preferred
534-10-1434,40827.62,11716.17,84.9127,44.3745478435096,22.8,22.19,74.9651,56.737,0.7391,1,4335.97,69.18,16.9,Regular
535-10-1435,138340.48,7703.4,90.9261,38.10159610556268,48.7,57.76,39.1344,76.6684,0.6879,1,7943.47,59.29,33.5,Preferred
536-10-1436,60043.45,4769.96,58.6218,41.35914531458159,76.2,131.45,85.3781,77.9559,0.6088,1,1829.02,75.8,46.4,Regular
538-10-1438,161774.58,74741.57,64.8301,55.0809554614317,30.5,60.63,95.6183,76.806,0.9369,1,5269.49,89.4,28.6,VIP
539-10-1439,58894.94,3522.6,82.6627,51.84539598329977,42.6,139.45,78.857,89.2374,0.4095,1,2240.01,70.6,17.4,Preferred
540-10-1440,80189.91,2052.15,66.038,44.68479390414126,74.1,33.6,81.0506,39.2006,0.575,1,4355.05,61.43,42.6,Regular
542-10-1442,19216.64,15848.39,90.3507,62.63300527196732,52.7,50.42,78.4818,80.4451,0.7217,1,2780.23,77.18,38.0,Regular
543-10-1443,71361.26,2701.38,65.1878,43.592934648760256,79.1,24.92,89.901,67.1247,0.3119,1,4085.45,65.45,24.7,Regular
547-10-1447,53846.84,3119.23,57.8059,44.79928860193088,36.7,45.37,67.4056,76.7982,0.74,0,6868.35,72.2,27.2,Regular
548-10-1448,387359.04,16479.83,70.0221,56.48729542710565,37.6,36.54,79.8135,61.8123,0.7822,1,5601.97,73.94,29.4,Preferred
549-10-1449,38513.56,1589.52,72.826,36.94889531504444,55.4,59.04,74.6309,45.2497,0.8677,1,2199.6,69.46,48.1,Regular
550-10-1450,45491.95,9047.26,92.4498,49.27623062130255,95.8,49.98,72.7247,50.132,0.7954,1,2245.57,67.99,76.2,Preferred
551-10-1451,45108.6,20893.05,24.7396,56.47468807898987,76.1,50.92,73.2226,44.4053,0.4695,1,6959.37,56.7,35.7,Regular
552-10-1452,57251.35,4379.07,90.0929,53.87158305172808,90.0,61.86,73.9586,56.4456,0.6614,0,1744.91,66.36,59.5,Regular
554-10-1454,82420.82,5725.63,79.3166,58.88589087809283,34.1,134.14,62.2461,85.1312,0.3733,1,2698.88,61.64,12.7,Preferred
555-10-1455,29758.21,10846.68,84.3653,54.7131676840287,102.5,34.2,92.1545,92.5634,0.8038,1,7634.21,88.74,82.4,Preferred
556-10-1456,65482.76,17563.3,71.2516,54.39665118329429,51.3,80.05,87.9284,12.7078,0.3254,1,853.67,48.75,16.7,Preferred
557-10-1457,40954.96,7866.08,50.1856,52.07835438525294,83.8,119.46,98.1936,59.4861,0.8199,1,13293.04,81.72,68.7,Preferred
558-10-1458,62559.46,2216.38,71.8976,40.53355344347503,55.3,211.85,81.5564,82.5257,0.9741,1,3102.06,86.6,53.9,Preferred
559-10-1459,28056.05,99850.78,87.2982,61.46761841826829,85.2,63.75,84.8262,76.3318,0.8622,1,3715.16,82.7,73.5,VIP
560-10-1460,32690.36,1844.25,73.8387,49.61400273012625,79.4,41.01,86.0494,31.2453,0.7627,1,1781.03,66.67,60.6,Regular
561-10-1461,265036.27,896.53,87.4406,57.15252724562714,80.0,103.58,63.0652,47.4852,0.8662,0,2164.62,65.46,69.3,Preferred
562-10-1462,31418.74,119668.44,81.019,60.10174528880169,65.0,53.76,74.0762,66.15,0.5911,0,622.46,67.21,38.4,Preferred
563-10-1463,86372.71,25996.28,71.5976,45.20544183365574,51.6,28.58,62.5757,78.0095,0.6495,1,5201.51,67.92,33.5,Regular
565-10-1465,29373.92,19956.75,92.6091,47.065326209048806,111.7,38.73,58.1982,72.9101,0.9341,0,610.2,73.18,104.3,Regular
566-10-1466,62622.13,8482.66,95.7813,63.94813927919807,42.9,80.0,78.8769,51.6838,0.8556,0,2775.09,72.72,36.7,Preferred
568-10-1468,86042.82,3172.38,91.8076,66.37424411801328,40.8,44.8,63.2714,65.0999,0.7206,1,10348.39,66.46,29.4,Regular
570-10-1470,152551.26,7051.29,68.1867,52.688511313891794,85.9,28.24,61.9127,77.4766,0.7249,1,2849.79,69.76,62.3,Preferred
572-10-1472,72639.72,8357.01,91.8294,50.81300475928085,41.6,46.48,72.6316,68.6049,0.895,0,1399.86,76.48,37.2,Regular
574-10-1474,29803.84,9131.24,77.6999,45.19450719167233,25.1,95.4,71.6381,62.618,0.4626,1,1598.51,61.32,11.6,Regular
576-10-1476,22105.51,3302.48,52.7099,45.83044896094647,30.6,63.72,70.8171,47.6005,0.7848,0,4407.38,66.15,24.0,Regular
